,text,class
5468,jesus ariel,1
5469,cesar saul,1
5470,neri,1
5471,sergio gonzalo,1
5472,roberto omar,1
5473,bertha rosa,2
5474,roberto israel,1
5475,moran,3
5476,edith rosario,2
5477,marciano,1
5478,atanacio,1
5479,alberto jose,1
5480,claudia esther,2
5481,faltan datos,0
5482,retamoza,3
5483,dora imelda,2
5484,tenia,0
5485,fernando israel,1
5486,hasta que,0
5487,bejar,3
5488,navor,3
5489,riaño,3
5490,canizal,3
5491,sonia beatriz,2
5492,yanely,2
5493,fortis,3
5494,juana lourdes,2
5495,sandra delia,2
5496,monica guadalupe,2
5497,floricelda,2
5498,anna maria,2
5499,gloria mayela,2
5500,divina,2
5501,aida elena,2
5502,wendy leticia,2
5503,de lara,3
5504,para,0
5505,maria azalia,2
5506,azalia,2
5507,yobal,3
5508,yeni del carmen,2
5509,wendy fabiola,2
5510,suazo,3
5511,xochitl liliana,2
5512,carrizoza,3
5513,blanca lilia,2
5514,nicanor,3
5515,ivonne adriana,2
5516,ferrera,3
5517,petra isabel,2
5518,leidy diana,2
5519,bogarin,3
5520,zurroza,3
5521,puerta,3
5522,aristoteles,1
5523,karina iveth,2
5524,cuatepotzo,3
5525,isabel guadalupe,2
5526,jaramillo,3
5527,cuazitl,3
5528,yadira yolanda,2
5529,victor adolfo,1
5530,cardel,3
5531,solorio,3
5532,riquelme,3
5533,tozame,3
5534,la mano,0
5535,macuixtle,3
5536,martin gerardo,1
5537,edder,1
5538,claudia olivia,2
5539,cristina elena,2
5540,macario,1
5541,godeleva,2
5542,lilia josefina,2
5543,alcaide,3
5544,arturo alberto,1
5545,que,0
5546,prestamo,0
5547,claudia marcela,2
5548,julio manuel,1
5549,lavat,3
5550,dolores,3
5551,vida del,0
5552,bonifacio,3
5553,de cuenta,0
5554,aboytes,3
5555,lubia,2
5556,forma de,0
5557,luis ruben,1
5558,buendia,3
5559,dalia margarita,2
5560,doñez,3
5561,jarillo,3
5562,baron,3
5563,antonio fernando,1
5564,ignacio javier,1
5565,panuncio,1
5566,buentello,3
5567,alma yolanda,2
5568,vite,3
5569,juana concepcion,2
5570,vinalay,3
5571,ofelia francisca,2
5572,xochitl gabriela,2
5573,martha graciela,2
5574,rocio araceli,2
5575,cazales,3
5576,roberto daniel,1
5577,flora angelica,2
5578,vaquier,3
5579,que,0
5580,samario,3
5581,maria sara,2
5582,ana adriana,2
5583,copto,3
5584,eva cecilia,2
5585,maria conc,2
5586,martha paulina,2
5587,teresa cecilia,2
5588,karla carolina,2
5589,diana lilia,2
5590,mi banco,0
5591,tomas antonio,1
5592,beatriz,2
5593,francisco israel,1
5594,maria conce,2
5595,eleonora,2
5596,pilon,3
5597,intereses,0
5598,gabriela guadalupe,2
5599,no me,0
5600,jose cesar,1
5601,pale,3
5602,claudia abigail,2
5603,alquisiras,3
5604,cancela,3
5605,cruz antonio,1
5606,yazmin elizabeth,2
5607,rene eduardo,1
5608,maria del car,2
5609,avanzar,0
5610,patrocinio,2
5611,zanabriga,3
5612,ursua,3
5613,javier alberto,1
5614,los creditos,0
5615,serafin,1
5616,sandra del rocio,2
5617,maria deyanira,2
5618,tania berenice,2
5619,tumalan,3
5620,edith rocio,2
5621,violeta del rocio,2
5622,carlos ernesto,1
5623,angelica judith,2
5624,estolano,3
5625,elizabeth guadalupe,2
5626,grave,3
5627,sandra lizbeth,2
5628,osuna,3
5629,arturo enrique,1
5630,francisco alberto,1
5631,de mi referencia,0
5632,huicochea,3
5633,lisbeth,2
5634,j pilar,1
5635,se,0
5636,calderas,3
5637,mirena,2
5638,anastasio,1
5639,marycarmen,2
5640,textle,3
5641,david ricardo,1
5642,mi,0
5643,candelario,1
5644,ruby del carmen,2
5645,mario cesar,1
5646,coyac,3
5647,silvia andrea,2
5648,francisco de asis,1
5649,jonathan israel,1
5650,ogazon,3
5651,agosto,3
5652,israel de jesus,1
5653,caritino,1
5654,doris del carmen,2
5655,alma nelly,2
5656,noe,3
5657,dulce jazmin,2
5658,alba aurora,2
5659,norma rocio,2
5660,almuina,3
5661,francisco javi,1
5662,ma olivia,2
5663,julia estela,2
5664,sara alicia,2
5665,debo poner,0
5666,manzano,3
5667,roxana maria,2
5668,glory,3
5669,quintero,3
5670,diana magdalena,2
5671,estillado,3
5672,dalia cecilia,2
5673,jose cosme,1
5674,osea puede,0
5675,victor joel,1
5676,jose bladimir,1
5677,hilda laura,2
5678,hugo rene,1
5679,ma de los angel,2
5680,poot,3
5681,solo,0
5682,lilia margarita,2
5683,diana azucena,2
5684,ubaldo,1
5685,coahuila,3
5686,chang,3
5687,canett,3
5688,diana vanessa,2
5689,irene,3
5690,sobampo,3
5691,sandra,3
5692,norma iliana,2
5693,no puedo,0
5694,adelma,2
5695,victoria,3
5696,que beneficios,0
5697,terrazas,3
5698,mexquitic,3
5699,lidice,2
5700,morfin,3
5701,ma minerva,2
5702,datos,0
5703,otniel,1
5704,estado,0
5705,ana regina,2
5706,juan hector,1
5707,flora guadalupe,2
5708,laura susana,2
5709,tuk,3
5710,edgar noe,1
5711,albores,3
5712,maria cirila,2
5713,ma soledad,2
5714,mayra yaneth,2
5715,maria adolfina,2
5716,neris,3
5717,flor maria,2
5718,bismark,1
5719,maria yuridia,2
5720,tellez,3
5721,lagarda,3
5722,ulises,1
5723,odilon,3
5724,ana paola,2
5725,laura nelly,2
5726,cervando,1
5727,yair,1
5728,nachez,3
5729,si presto pesos,0
5730,ma leonor,2
5731,los telefonos de,0
5732,raul elias,1
5733,juan martin,1
5734,denny,2
5735,dessens,3
5736,me van,0
5737,magnolia del carmen,2
5738,deisy,2
5739,maria lilian,2
5740,guardia,3
5741,liliana carolina,2
5742,aban,3
5743,carlos misael,1
5744,edenia,2
5745,zmery,3
5746,oldair,1
5747,javier francisco,1
5748,teresita del,2
5749,jose angel,1
5750,villacis,3
5751,ivette,2
5752,procopio,3
5753,luis marcos,1
5754,olga susana,2
5755,acereto,3
5756,blanca janeth,2
5757,juan german,1
5758,nora fabiola,2
5759,miriam elena,2
5760,bendito,3
5761,treto,3
5762,tereza,3
5763,sandra teresa,2
5764,leticia josefina,2
5765,sulema,2
5766,maria sabina,2
5767,rocio del socorro,2
5768,requisitos,0
5769,riverol,3
5770,marta irene,2
5771,cocom,3
5772,noguera,3
5773,walle,3
5774,anorve,3
5775,rafael gerardo,1
5776,alayon,3
5777,rafael eduardo,1
5778,rosaelia,2
5779,lo se,0
5780,beatriz irene,2
5781,refiere,0
5782,gerardo gabriel,1
5783,guadalupe mercedes,2
5784,cruz marina,2
5785,maria del roci,2
5786,pinacho,3
5787,angelica concepcion,2
5788,faustina,2
5789,novela,3
5790,magali guadalupe,2
5791,victor arturo,1
5792,se,0
5793,claudia i,2
5794,arturo luis,1
5795,eudocio,1
5796,perla angelica,2
5797,y ruiz,3
5798,ibañez,3
5799,hector jose,1
5800,castorela,3
5801,referencia laboral mia,0
5802,antenor,1
5803,sanz,3
5804,ma ysabel,2
5805,ma amalia,2
5806,arrazola,3
5807,claudia ivon,2
5808,norma veronica,2
5809,ferraez,3
5810,rocio selene,2
5811,saulo,1
5812,feliza,2
5813,marla,2
5814,mexicana,0
5815,contrera,3
5816,de la empresa,0
5817,gladiz,2
5818,tamara,2
5819,dejar,0
5820,nidia carolina,2
5821,jose wilfrido,1
5822,yudiche,3
5823,delia isabel,2
5824,erika marisol,2
5825,teresa magdalena,2
5826,guadalupe lizeth,2
5827,marta,2
5828,oscar ernesto,1
5829,santiago,1
5830,como puedo ser,0
5831,villagra,3
5832,rosa esperanza,2
5833,karla marlene,2
5834,deysy,2
5835,recuperar mi contraseña,0
5836,hacer,0
5837,quirina,2
5838,petronila,2
5839,antonia patricia,2
5840,jhanet,2
5841,ganancias,0
5842,aurelio,3
5843,pedro enrique,1
5844,sorcia,3
5845,manejan,0
5846,sordo,3
5847,la deuda,0
5848,carlos rogelio,1
5849,cesar orlando,1
5850,eli,1
5851,blanca esthela,2
5852,nancy claudia,2
5853,jose,2
5854,maria diana,2
5855,para,0
5856,selvera,3
5857,joyce,2
5858,maria agueda,2
5859,ingles,3
5860,luis alfonso,1
5861,prestapal,0
5862,angelica m,2
5863,que es referencia,0
5864,dice,0
5865,rafael fernando,1
5866,nereyda,2
5867,leyton,3
5868,j marcos,1
5869,yunuen,2
5870,edwin antonio,1
5871,georgina gabriela,2
5872,addy maria,2
5873,francisco jose,1
5874,olga karina,2
5875,andrea del carmen,2
5876,maria salome,2
5877,venustiano,1
5878,maria lizbeth,2
5879,menchaca,3
5880,daniel alonso,1
5881,azpilcueta,3
5882,cuantos creditos,0
5883,maria feli,2
5884,ma yolanda,2
5885,baltierrez,3
5886,norma monica,2
5887,jorge enrique,1
5888,reymundo,1
5889,cirila,2
5890,merari,2
5891,milena,2
5892,marcos alejandro,1
5893,diana silvia,2
5894,perla gabriela,2
5895,minor,3
5896,pradel,3
5897,berino,3
5898,ivan alfredo,1
5899,celiflora,2
5900,nancy nallely,2
5901,montijo,3
5902,oscar ricardo,1
5903,gersain,1
5904,linos,3
5905,siguenza,3
5906,pedro ruben,1
5907,elva adriana,2
5908,alma maria,2
5909,tomar,0
5910,margarita josefina,2
5911,eva aurelia,2
5912,hector ignacio,1
5913,yuliana guadalupe,2
5914,gambino,3
5915,armin,1
5916,ma guadalupe isabel,2
5917,anayantzin,2
5918,y rodriguez,3
5919,jose william,1
5920,sam,3
5921,neftali,1
5922,jose dolores,1
5923,karmina,2
5924,edith jazmin,2
5925,juana luz,2
5926,autorizar,0
5927,bertha veronica,2
5928,chamizo,3
5929,roig,3
5930,jesus ruben,1
5931,severiano,3
5932,maria maricela,2
5933,,0
5934,zarur,3
5935,juan,1
5936,primitivo,1
5937,cual es,0
5938,jose sergio,1
5939,karla alicia,2
5940,marina guadalupe,2
5941,rosbelia,2
5942,y no me,0
5943,jose carmelo,1
5944,ervey,1
5945,maria hipolita,2
5946,laura amparo,2
5947,placido,3
5948,ana velia,2
5949,prestamos,0
5950,aldegunda,2
5951,lilia aurora,2
5952,tejera,3
5953,tequida,3
5954,jorge,2
5955,felix armando,1
5956,solar,3
5957,favor gracias,0
5958,santillan,3
5959,landaverde,3
5960,quezadas,3
5961,ricardo francisco,1
5962,ana maricela,2
5963,para subir mis,0
5964,juan damian,1
5965,al que,0
5966,emigdio,3
5967,manuel,1
5968,marina elizabeth,2
5969,luz maria araceli,2
5970,sonia fabiola,2
5971,martin joel,1
5972,el interes,0
5973,chitica,3
5974,ramon francisco,1
5975,sara fabiola,2
5976,ramon ulises,1
5977,luis hector,1
5978,maria de la p,2
5979,web,0
5980,yepiz,3
5981,elda noemi,2
5982,gaspar,3
5983,marcos miguel,1
5984,acenet,2
5985,xochilt,2
5986,juan cruz,1
5987,por persona,0
5988,es un,0
5989,zobeida,2
5990,narcizo,3
5991,entzana,3
5992,otaqui,3
5993,robertina,2
5994,malaquias,3
5995,armendaris,3
5996,ramon gabriel,1
5997,ma elena,2
5998,flor areli,2
5999,soyla,2
6000,susana concepcion,2
6001,cuarenta,3
6002,de los monteros,3
6003,myrna karina,2
6004,buelna,3
6005,jose flavio,1
6006,mederos,3
6007,dzib,3
6008,zaira guadalupe,2
6009,este a mi,0
6010,diana cristina,2
6011,norberto,3
6012,olivar,1
6013,edson,1
6014,susana isabel,2
6015,oralia guadalupe,2
6016,spinoso,3
6017,cerroblanco,3
6018,estela guadalupe,2
6019,nombre,0
6020,claudia yaneth,2
6021,dora del carmen,2
6022,nuria,2
6023,guadalupe silvia,2
6024,julio c,1
6025,bejarano,3
6026,paola,2
6027,crisante,3
6028,lilia del carmen,2
6029,boeta,3
6030,virginia isabel,2
6031,orendain,3
6032,rita elizabeth,2
6033,nancy nohemi,2
6034,lepe,3
6035,jose francisc,1
6036,raymundo antonio,1
6037,del,0
6038,gracida,3
6039,barberena,3
6040,nora,2
6041,recupero la contraseña,0
6042,lopez,1
6043,juana antonia,2
6044,busco,0
6045,jauregui,3
6046,xochitl margarita,2
6047,la,0
6048,rosaura guadalupe,2
6049,maria ang,2
6050,ruth mireya,2
6051,marvin,1
6052,ya,0
6053,luis reynaldo,1
6054,ma virginia,2
6055,marure,3
6056,jesus eduardo,1
6057,doumerc,3
6058,claudia ruth,2
6059,maria del ca,2
6060,zink,3
6061,ballin,3
6062,tableros,3
6063,hernadez,3
6064,dominguillo,3
6065,jaso,3
6066,un prestamo,0
6067,alejandra georgina,2
6068,berzain,1
6069,perea,3
6070,zuñiga,3
6071,castrejon,3
6072,luz antonia,2
6073,del plazo,0
6074,jessica vanessa,2
6075,me pide,0
6076,mabel,2
6077,adriana paola,2
6078,reveriano,1
6079,casique,3
6080,marsela,2
6081,mercedes soledad,2
6082,martha ramona,2
6083,marlene guadalupe,2
6084,y franzua,3
6085,margarita elizabeth,2
6086,javier alfonso,1
6087,abel ricardo,1
6088,q,0
6089,angelica jazmin,2
6090,rita aurora,2
6091,paula guadalupe,2
6092,aaron,1
6093,judit,2
6094,ingresos voy,0
6095,ana arcelia,2
6096,hacer los,0
6097,sagrario del carmen,2
6098,urbano,1
6099,ma irene,2
6100,emireth,2
6101,mayra lourdes,2
6102,dolores rocio,2
6103,ana lourdes,2
6104,argentina,2
6105,seseña,3
6106,joel arturo,1
6107,adalid,3
6108,samano,3
6109,miriam janet,2
6110,flavio,1
6111,gabriel antonio,1
6112,adriana maria,2
6113,magnolia,2
6114,vianel,2
6115,lilia guadalupe,2
6116,sofia dolores,2
6117,francisco luis,1
6118,dias de publicacion,0
6119,jose reynaldo,1
6120,un rato mas,0
6121,doporto,3
6122,fernando arturo,1
6123,poisot,3
6124,jonathan emmanuel,1
6125,donde,0
6126,imeldo,1
6127,roiz,3
6128,maria del s,2
6129,obezo,3
6130,leobigilda,2
6131,ma mercedes,2
6132,montecillo,3
6133,ileana del carmen,2
6134,presciliano,1
6135,karla raquel,2
6136,felipe fernando,1
6137,eumaña,3
6138,cortines,3
6139,solo,0
6140,olguin,3
6141,gumercinda,2
6142,felix gerardo,1
6143,santa cecilia,2
6144,quisiera solo,0
6145,montemira,3
6146,novia,3
6147,sandra yesenia,2
6148,hector noe,1
6149,gustavo eduardo,1
6150,cuanto se,0
6151,puedo,0
6152,landeros,3
6153,felix omar,1
6154,gladis karina,2
6155,j salvador,1
6156,domitilo,1
6157,eliza,2
6158,manuel ulises,1
6159,leticia gabriela,2
6160,ligia del carmen,2
6161,pagaria,0
6162,vicuna,3
6163,calixtro,3
6164,sofia teresa,2
6165,frutis,3
6166,maria artemisa,2
6167,rosa iselda,2
6168,ahuacatitan,3
6169,guadalupe araceli,2
6170,miguel alfonso,1
6171,genoveva,2
6172,ulibarri,3
6173,oviedo,3
6174,julia irene,2
6175,crispin,1
6176,monica beatriz,2
6177,monica lucia,2
6178,matilde,2
6179,fragoza,3
6180,belarmino,1
6181,milka,2
6182,yadira margarita,2
6183,maria candela,2
6184,lorena alejandra,2
6185,mier,3
6186,granada,3
6187,gladys yolanda,2
6188,hector gregorio,1
6189,de la rocha,3
6190,retiguin,3
6191,caso,0
6192,ruedas,3
6193,juana rosalia,2
6194,campero,3
6195,ariadna berenice,2
6196,delia esther,2
6197,anay,2
6198,jardon,3
6199,pascualeño,3
6200,xochitl deyanira,2
6201,monica georgina,2
6202,que opciones de,0
6203,prestamos menores a,0
6204,yonatan,1
6205,cardell,3
6206,karen elizabeth,2
6207,cedeño,3
6208,jesus german,1
6209,karent,2
6210,dulce vanessa,2
6211,citalan,3
6212,hector julian,1
6213,de,0
6214,juan antoni,1
6215,ubaldo,3
6216,de castilla,3
6217,julian,1
6218,loreto,2
6219,margarita ines,2
6220,aurora guadalupe,2
6221,pedro alonso,1
6222,chevez,3
6223,brenda yanet,2
6224,gabriela esther,2
6225,cheng,3
6226,celia del carmen,2
6227,mecott,3
6228,gloria iveth,2
6229,juana irma,2
6230,que,0
6231,siendo prestamista,0
6232,yolanda irma,2
6233,blanca julia,2
6234,blanca araceli,2
6235,ludovico,1
6236,maria juana,2
6237,estañol,3
6238,victoria margarita,2
6239,aurora de los angeles,2
6240,christian,1
6241,julio ernesto,1
6242,miroslava,2
6243,felipe de je,1
6244,luz del c,2
6245,gaviño,3
6246,oliden,3
6247,zoila del carmen,2
6248,darney,2
6249,karla rubi,2
6250,erika de jesus,2
6251,maranon,3
6252,me interesa,0
6253,mi solicitud,0
6254,maria teresa jesu,2
6255,maria emelia,2
6256,edi,1
6257,sorayda,2
6258,salaices,3
6259,deuda,0
6260,helbert,1
6261,jose matilde,1
6262,martin armando,1
6263,martina patricia,2
6264,jacobo,1
6265,karla araceli,2
6266,medrano,3
6267,adriana marisela,2
6268,helen,2
6269,mendes,3
6270,problema,0
6271,madeleine,2
6272,olga catalina,2
6273,gisela del carmen,2
6274,rosa aurelia,2
6275,ernesto,1
6276,salvador arturo,1
6277,razon,3
6278,norma erika,2
6279,no tengo,0
6280,sequeda,3
6281,maria angela,2
6282,amao,3
6283,maria eloisa,2
6284,diana selene,2
6285,jorge alber,1
6286,miriam gisela,2
6287,hdez,3
6288,que sigue,0
6289,cesar,1
6290,victor saul,1
6291,indira guadalupe,2
6292,nidia gabriela,2
6293,la informacion,0
6294,dueñas,3
6295,vazquez,3
6296,roney,1
6297,alfredo jose,1
6298,silvia paola,2
6299,magdaleno,1
6300,alfredo manuel,1
6301,martiniano,1
6302,martin alfonso,1
6303,donde agregar,0
6304,manuel ruben,1
6305,carlos armando,1
6306,problemas para,0
6307,norma silvia,2
6308,de atencion,0
6309,jesus elias,1
6310,loyo,3
6311,maria luis,2
6312,yulia,2
6313,teodocio,3
6314,patlani,3
6315,diana eloisa,2
6316,placito,3
6317,margarita maria,2
6318,maria remedios,2
6319,janett guadalupe,2
6320,alejandra yadira,2
6321,j rosario,1
6322,osmar,1
6323,numero,0
6324,paulo sergio,1
6325,leza,3
6326,rodolfo antonio,1
6327,ocotitla,3
6328,viezca,3
6329,ma de los remedios,2
6330,mizael,1
6331,gloria leticia,2
6332,damaso,1
6333,maricielo,2
6334,neyvi,2
6335,elsa angelica,2
6336,cesar oswaldo,1
6337,tonacatl,3
6338,quiero mandar,0
6339,nestor,1
6340,si,0
6341,viniegra,3
6342,jose gildardo,1
6343,donaldo,1
6344,brenda josefina,2
6345,jorge tomas,1
6346,francisca araceli,2
6347,elda guadalupe,2
6348,alma elena,2
6349,maria romelia,2
6350,mariñelarena,3
6351,juana claudia,2
6352,emmanuel antonio,1
6353,carlos trinidad,1
6354,ma evelia,2
6355,roxana,2
6356,veronica georgina,2
6357,jesus hiram,1
6358,lourdes noemi,2
6359,eloina,2
6360,luisa angelica,2
6361,silvia bertha,2
6362,jose feliciano,1
6363,marco anton,1
6364,martha hortensia,2
6365,manuel angel,1
6366,romagnoli,3
6367,cura,3
6368,parra,3
6369,y rojas,3
6370,tania veronica,2
6371,elisa de jesus,2
6372,crivelli,3
6373,jacqueline elizabeth,2
6374,marco an,1
6375,ana karem,2
6376,cinta,3
6377,daniel fernando,1
6378,no fondeado,0
6379,daniel omar,1
6380,fortina,2
6381,sing,3
6382,yin,3
6383,maguey,3
6384,blanca nidia,2
6385,elsa ivonne,2
6386,judith,2
6387,atayde,3
6388,daniel martin,1
6389,jorge jose,1
6390,ma celia,2
6391,como puedo comenzar,0
6392,tasa,0
6393,que,0
6394,marcos ivan,1
6395,que faltan,0
6396,oregel,3
6397,lilia ana,2
6398,lauriano,3
6399,jorge javier,1
6400,joaquin francisco,1
6401,maria ericka,2
6402,como puedo saber,0
6403,maria itzel,2
6404,miriam viridiana,2
6405,ezequias,1
6406,chavana,3
6407,nando,3
6408,rossi,2
6409,alma yuridia,2
6410,gabriela lizeth,2
6411,heleodoro,1
6412,oziel,1
6413,arturo gabriel,1
6414,banco,0
6415,lourdes angelica,2
6416,socorro,3
6417,ivan francisco,1
6418,mirna del rosario,2
6419,martha nidia,2
6420,seañez,3
6421,logro,0
6422,cotino,3
6423,nemecio,1
6424,guarde,0
6425,isunza,3
6426,marciano,3
6427,millanes,3
6428,ponerme en,0
6429,martha elva,2
6430,cynthia fabiola,2
6431,bear,3
6432,olga elizabeth,2
6433,consuegra,3
6434,anayely,2
6435,jose santiago,1
6436,sagastegui,3
6437,ariana,2
6438,elva isela,2
6439,jonny,1
6440,sauceda,3
6441,varas,3
6442,oledo,3
6443,jovani,1
6444,anabel cristina,2
6445,diana paulina,2
6446,chegue,3
6447,yolanda beatriz,2
6448,virginia del rosario,2
6449,lucia concepcion,2
6450,celida,2
6451,aida josefina,2
6452,aparicio,1
6453,fulvia,2
6454,libertad,2
6455,vuelvas,3
6456,ada,2
6457,nicio,3
6458,nabora,2
6459,laura rosario,2
6460,maria irma,2
6461,zaira,2
6462,degante,3
6463,manuel roberto,1
6464,yaneth alejandra,2
6465,rubiselia,2
6466,guijosa,3
6467,este,0
6468,caracheo,3
6469,avelar,3
6470,jose cruz,1
6471,lizbeth lorena,2
6472,patricia olivia,2
6473,borboa,3
6474,andrea magdalena,2
6475,perera,3
6476,blanca luz,2
6477,besanilla,3
6478,ingresos que puedo,0
6479,jose atila,1
6480,mercedes patricia,2
6481,perdomo,3
6482,elda alicia,2
6483,mayo,3
6484,martina elizabeth,2
6485,luz elba,2
6486,chinas,3
6487,juana andrea,2
6488,felipe francisco,1
6489,lourdes margarita,2
6490,adauto,3
6491,ana yazmin,2
6492,lugo,3
6493,cataneo,3
6494,cruz del rosario,2
6495,fernando humberto,1
6496,coloapa,3
6497,tufino,3
6498,que,0
6499,yezmin,2
6500,prestamo,0
6501,amelia patricia,2
6502,y lagunes,3
6503,huaracha,3
6504,tengo,0
6505,j guadalupe,2
6506,martha elsa,2
6507,un credito,0
6508,quiñones,3
6509,luis edmundo,1
6510,maria paz,2
6511,eva angelica,2
6512,barrera,3
6513,victorino,1
6514,villalana,3
6515,para comprobar no,0
6516,falfan,3
6517,se,0
6518,filadelfo,1
6519,se recupera lo,0
6520,que el,0
6521,gustavo de jesus,1
6522,pedro jose,1
6523,joel ivan,1
6524,villela,3
6525,rocher,3
6526,valeriano,1
6527,roldan,3
6528,x,3
6529,castañon,3
6530,armando alberto,1
6531,elizabhet,2
6532,ma del ro,2
6533,me rechaza,0
6534,liova,2
6535,maria adela,2
6536,ordoñez,3
6537,teofilo,1
6538,santos javier,1
6539,villareal,3
6540,mario hernan,1
6541,estuardo,1
6542,muciño,3
6543,luz liliana,2
6544,angel fabian,1
6545,cynthia lorena,2
6546,paola carolina,2
6547,arely guadalupe,2
6548,miramon,3
6549,cesar ulises,1
6550,aponte,3
6551,vigil,3
6552,ma ascencion,2
6553,franyutti,3
6554,leonora,2
6555,capital y,0
6556,norma soledad,2
6557,otorgarle,0
6558,carlos cuauhtemoc,1
6559,victor alejandro,1
6560,blanca aracely,2
6561,aldo israel,1
6562,elva nidia,2
6563,comprobantes por,0
6564,victor javier,1
6565,juana matilde,2
6566,la mi hija,0
6567,mizraim,1
6568,ana evelia,2
6569,de los,0
6570,alonzo,1
6571,sandria,3
6572,lucerito,2
6573,tania beatriz,2
6574,luz de lourdes,2
6575,evaristo,1
6576,sandra victoria,2
6577,felix,3
6578,maria franci,2
6579,ma andrea,2
6580,berra,3
6581,flor guadalupe,2
6582,javier horacio,1
6583,maria de los ang,2
6584,wilibaldo,1
6585,jesus isidro,1
6586,anacelia,2
6587,registro,0
6588,yoana,2
6589,alejandro,1
6590,oscar eduardo,1
6591,dolores cecilia,2
6592,ok,0
6593,maria rafaela,2
6594,sayonara,2
6595,vara,3
6596,xix,3
6597,villafranca,3
6598,esperanza,2
6599,azucena elizabeth,2
6600,puedo poner,0
6601,wilma del rosario,2
6602,datos,0
6603,ma felix,2
6604,desachy,3
6605,del correo,0
6606,vielma,3
6607,vidaurri,3
6608,ledo,3
6609,serratos,3
6610,sonia edith,2
6611,silvia selene,2
6612,y,0
6613,deciga,3
6614,nidia elena,2
6615,arcelia,2
6616,arrieta,3
6617,jose de jesus,1
6618,heidy guadalupe,2
6619,patricia soledad,2
6620,vicente manuel,1
6621,requiere,0
6622,eduardo francisco,1
6623,ismael,3
6624,rubi del rosario,2
6625,fabio,1
6626,ayala,3
6627,candelaria del rosario,2
6628,minimo para,0
6629,diana elvia,2
6630,juana karina,2
6631,lilia catalina,2
6632,lilia susana,2
6633,laura olimpia,2
6634,laura evelia,2
6635,ornelas,3
6636,peruyero,3
6637,lidia esther,2
6638,torrescano,3
6639,hueso,3
6640,eligio,1
6641,juan pedro,1
6642,la deuda,0
6643,amira,2
